41326,50,2
41339,64,1
41397,39,5
41425,40,4
41448,52,3
41462,48,2
41478,49,4
41504,61,5
41520,35,5
41561,68,2
41575,41,4
41614,56,4
41656,42,4
41694,60,4
41704,52,2
41719,54,4
41783,58,5
41793,68,1
41818,60,3
41823,31,4
41843,42,4
41862,61,3
41879,44,4
41890,47,1
41892,48,5
41910,43,1
41911,58,3
42034,60,5
42045,42,4
42048,32,4
42056,34,5
42097,50,5
42119,45,5
42149,34,2
42197,68,3
42217,30,5
42226,48,5
42258,70,3
42264,44,3
42276,48,5
42309,42,1
42313,36,1
42336,34,4
42347,54,3
42355,47,3
42398,63,1
42403,52,1
42415,51,3
42430,41,1
42495,47,3
42539,60,1
42540,58,5
42548,57,5
42586,53,4
42595,65,2
42636,65,4
42644,48,2
42704,61,5
42850,31,2
42930,63,1
42960,65,1
42965,36,5
42989,43,5
43038,70,2
43146,52,3
43182,65,3
43187,33,1
43197,59,3
43227,70,3
43254,50,3
43336,70,1
43344,36,1
43364,57,4
43448,54,2
43450,33,1
43464,40,3
43479,46,1
43487,37,2
43493,42,5
43528,34,2
43530,57,2
43538,64,4
43557,36,5
43571,33,3
43587,56,2
43624,70,5
43651,34,2
43653,68,2
43705,48,3
43709,57,2
43854,47,2
43882,64,5
43906,40,3
43973,53,1
44033,59,1
44058,33,5
44113,33,3
44134,43,3
44145,66,3
44169,33,5
44200,38,2
44298,47,4
44306,39,5
44382,55,1
44409,49,3
44445,35,2
44468,56,4
44477,70,3
44491,57,3
44515,48,4
44546,58,3
44589,31,1
44637,51,3
44642,68,3
44665,32,3
44691,37,4
44694,55,2
44704,35,3
44715,52,1
44748,58,1
44754,54,2
44808,55,3
44843,40,4
44846,57,2
44890,41,4
45016,51,3
45066,33,2
45110,34,4
45126,47,1
45208,49,2
45260,53,5
45295,59,4
45311,51,3
45376,51,1
45431,33,2
45440,36,2
45449,31,1
45462,49,4
45523,59,5
45532,33,4
45646,41,3
45685,60,1
45762,49,1
45766,65,3
45882,68,4
45934,54,3
45954,69,5
46059,45,3
46082,53,3
46092,70,4
46106,33,2
46133,57,3
46142,38,2
46173,33,3
46233,68,1
46267,64,4
46304,65,1
46329,52,1
46348,61,1
46351,30,4
46464,50,5
46492,33,2
46494,55,1
46577,56,5
46596,61,1
46608,70,3
46637,60,4
46643,43,3
46700,32,5
46758,39,1
46835,38,5
46910,52,1
46945,68,5
46959,64,5
46965,40,1
47024,44,3
47044,61,3
47091,44,3
47095,58,2
47118,66,4
47196,41,2
47211,44,5
47226,41,3
47251,34,5
47281,60,2
47302,43,2
47330,69,5
47334,56,2
47364,55,4
47503,58,2
47507,49,1
47515,52,5
47542,68,5
47596,41,3
47616,40,3
47624,36,5
47675,70,3
47698,31,5
47758,44,4
47776,65,5
47789,52,4
47807,60,2
47873,61,3
47898,38,1
47962,40,4
47970,63,4
47979,33,5
48055,39,3
48062,66,1
48069,38,3
48098,54,4
48119,45,3
48129,35,4
48132,55,2
48149,66,3
48160,50,1
48194,63,3
48218,53,2
48272,30,5
48301,56,4
48327,67,1
48343,55,2
48418,68,3
48432,32,5
48456,39,4
48467,51,4
48470,69,1
48476,42,1
48545,30,4
48570,31,2
48677,36,2
48701,57,5
48727,43,3
48730,30,4
48741,51,3
48744,70,3
48813,65,1
48814,67,5
48879,42,3
48887,69,1
48894,60,3
48899,40,3
48902,47,3
48925,48,1
48953,40,5
48971,65,1
49030,70,5
49072,37,5
49106,61,4
49107,32,2
49153,34,3
49171,32,4
49183,37,3
49219,42,4
49252,36,2
49363,61,3
49391,63,3
49467,60,3
49494,49,5
49519,52,4
49566,46,4
49573,70,2
49584,36,2
49630,52,2
49659,47,4
49686,36,4
49692,68,2
49726,46,3
49767,35,2
49774,41,5
49778,55,4
49786,31,2
49847,58,5
49865,65,3
49916,57,3
49917,66,1
49932,35,5
50008,54,5
50036,39,2
50061,56,5
50073,35,5
50087,36,1
50109,32,3
50253,42,5
50330,56,2
50381,43,3
50391,70,1
50412,60,3
50452,33,4
50453,66,2
50568,65,3
50604,59,2
50764,69,2
50803,65,4
50819,54,1
50826,49,2
50839,51,5
50888,36,1
50920,46,2
51083,43,4
51109,53,5
51113,64,1
51155,35,5
51177,50,4
51262,42,5
51318,36,1
51324,66,5
51379,62,2
51385,38,2
51486,54,3
51488,61,4
51527,41,3
51534,52,3
51561,69,2
51622,64,2
51656,54,3
51678,70,2
51735,58,3
51761,41,4
51774,61,4
51777,61,5
51812,52,4
51868,66,3
51894,37,4
51941,51,5
51953,50,4
51988,60,1
52116,56,3
52117,51,3
52207,49,5
52218,35,2
52225,48,3
52399,55,3
52402,35,1
52436,59,5
52447,51,2
52473,53,5
52525,59,1
52533,37,3
52567,62,1
52578,51,1
52698,39,2
52721,66,3
52748,44,4
52759,37,4
52768,40,3
52777,48,2
52788,66,4
52792,51,1
52927,62,3
52946,55,3
53057,48,2
53081,42,2
53114,59,2
53143,59,3
53165,57,4
53169,70,1
53244,36,2
53303,63,1
53304,51,2
53307,63,3
53333,33,5
53447,37,4
53469,42,2
53480,63,2
53527,55,4
53594,62,5
53661,67,5
53680,45,3
53699,62,4
53701,50,1
53705,52,5
53723,51,4
53738,30,4
53750,63,2
53804,66,1
53829,62,4
53860,63,4
53863,64,2
53995,69,5
54019,45,1
54120,59,4
54148,68,4
54217,51,4
54219,60,3
54226,51,5
54282,47,5
54314,42,2
54364,31,3
54421,53,2
54462,34,4
54467,67,5
54507,37,5
54509,44,3
54543,70,5
54709,61,5
54712,64,2
54756,63,4
54763,45,5
54820,56,1
54877,64,4
54907,41,3
54980,53,4
54989,46,1
55058,44,2
55063,66,2
55212,55,4
55237,53,2
55240,32,3
55300,44,2
55388,69,1
55391,38,3
55392,66,2
55472,62,1
55505,30,2
55507,39,3
55631,50,2
55690,56,1
55695,43,5
55727,58,3
55793,54,2
55821,61,5
55832,41,4
55841,58,1
55849,60,3
55913,32,2
55915,39,1
55934,33,5
55955,66,4
55998,46,1
56022,70,2
56047,46,1
56057,50,4
56095,31,3
56112,32,5
56154,66,5
56166,51,1
56196,31,4
56213,37,3
56256,59,3
56362,63,3
56441,43,1
56476,40,1
56478,39,4
56521,45,4
56533,30,3
56587,66,2
56591,37,3
56627,34,3
56635,66,1
56668,55,1
56706,36,2
56747,52,4
56775,65,1
56780,47,2
56781,59,3
56829,30,4
56833,57,3
56846,38,1
56855,68,3
56856,49,2
56923,47,3
56925,42,1
56926,56,4
56962,60,3
56988,59,2
57011,55,5
57070,36,3
57159,52,2
57165,59,1
57210,33,1
57248,45,3
57251,66,4
57263,54,4
57271,34,3
57273,65,5
57337,35,2
57364,36,4
57376,36,2
57381,69,3
57387,43,4
57429,46,4
57453,52,2
57479,42,4
57487,36,3
57494,52,3
57503,37,3
57504,54,4
57529,35,2
57604,64,1
57623,65,1
57635,54,5
57662,61,1
57673,68,3
57698,57,5
57707,65,5
57739,48,2
57755,33,4
57760,32,1
57765,47,4
57785,48,2
57793,35,1
57811,33,4
57815,50,2
57823,37,5
57906,31,4
57918,50,2
57929,58,3
57934,50,5
58022,48,4
58035,60,4
58054,50,1
58058,31,3
58109,44,4
58126,42,1
58188,68,4
58197,42,5
58234,68,3
58240,46,2
58291,38,1
58353,68,4
58387,69,2
58443,48,1
58483,46,3
58517,39,4
58570,67,5
58618,49,2
58634,61,1
58676,44,2
58790,50,5
58833,56,4
58866,61,5
58875,48,3
58918,31,5
58956,64,2
58963,41,5
58968,60,3
59021,44,5
59035,46,2
59095,66,2
59098,37,5
59130,40,3
59237,35,3
59256,33,4
59270,68,2
59303,67,3
59353,68,4
59357,50,4
59385,47,3
59403,68,2
59437,33,5
59468,49,2
59515,48,1
59575,33,1
59596,55,5
59680,67,2
59737,60,2
59797,70,5
59811,69,5
59817,60,1
59830,53,1
59845,57,2
59879,39,2
59880,55,2
59929,66,1
59963,52,2
59979,33,4
59980,67,2
60023,55,1
60087,57,5
60103,62,3
60130,51,3
60149,40,5
60150,53,5
60198,37,1
60209,41,4
60217,49,3
60293,67,4
60303,68,5
60309,68,5
60340,48,3
60362,43,1
60423,58,4
60458,49,1
60489,61,3
60544,33,4
60605,31,3
60619,44,2
60662,69,5
60716,40,5
60717,45,4
60835,55,2
60872,42,5
61032,45,5
61061,68,2
61063,39,5
61071,63,1
61146,44,2
61157,39,4
61194,58,2
61198,37,5
61221,32,2
61242,40,5
61342,55,1
61425,53,4
61445,49,2
61448,67,2
61473,63,2
61535,44,3
61538,52,5
61550,44,2
61554,42,1
61562,49,4
61711,61,2
61759,69,4
61771,42,5
61787,42,4
61808,60,5
61811,41,5
61817,43,3
61822,57,5
61824,39,2
61861,62,5
61908,34,4
61936,44,4
61939,61,2
62011,50,1
62020,47,3
62030,38,5
62033,69,2
62056,31,1
62073,38,2
62151,44,5
62156,38,5
62230,42,4
62232,43,5
62338,32,3
62402,45,3
62422,64,5
62430,44,1
62479,70,5
62532,33,3
62557,59,1
62573,33,2
62590,32,2
62599,48,2
62606,35,3
62622,41,5
62633,62,4
62736,63,1
62807,63,3
62865,67,3
62884,49,5
62900,44,4
62940,59,2
62943,37,5
62996,37,4
63000,47,5
63011,50,5
63064,56,2
63090,38,2
63118,38,3
63129,66,5
63167,49,1
63179,46,1
63191,65,4
63217,56,5
63304,46,1
63308,64,2
63353,31,5
63371,66,1
63425,47,4
63433,56,3
63458,53,5
63472,54,4
63528,50,1
63542,49,1
63594,66,2
63607,31,5
63609,65,5
63621,34,5
63661,57,3
63663,66,4
63686,48,4
63789,48,1
63800,60,2
63817,63,5
63878,68,4
63906,69,4
63944,38,4
63959,59,5
