11205,68,2
11256,61,4
11258,59,1
11265,68,3
11285,54,2
11287,33,1
11339,31,4
11365,62,1
11392,63,4
11393,59,2
11394,37,1
11397,56,2
11400,35,4
11405,31,4
11409,38,3
11457,66,4
11495,36,3
11539,40,5
11545,34,5
11557,57,1
11576,43,4
11588,45,1
11589,60,5
11614,64,2
11620,45,4
11624,53,4
11669,66,4
11677,70,4
11700,30,4
11728,46,2
11732,31,3
11761,65,4
11764,51,1
11776,47,2
11810,55,3
11868,60,1
11880,66,2
11927,61,4
11979,43,1
12077,31,1
12090,48,3
12098,39,2
12122,44,1
12137,51,5
12175,45,3
12238,48,5
12329,40,5
12379,69,2
12403,32,3
12438,40,2
12443,36,5
12469,60,1
12549,68,3
12590,40,3
12610,45,1
12636,47,4
12656,63,2
12681,30,2
12693,64,3
12696,46,2
12868,45,5
12899,38,2
12900,55,3
13076,41,2
13080,46,5
13107,69,5
13140,59,2
13143,33,5
13176,61,4
13196,53,3
13264,68,4
13292,64,1
13297,34,5
13407,49,2
13409,43,4
13434,58,4
13443,65,1
13452,40,2
13466,45,1
13477,42,5
13479,30,1
13531,41,2
13547,47,3
13612,43,2
13625,63,4
13646,31,2
13649,35,5
13687,66,5
13735,67,4
13809,40,2
13834,45,1
13835,35,1
13838,65,5
13843,40,1
13896,30,3
13939,37,3
13943,42,5
13962,56,5
13976,48,1
13989,40,2
13993,50,3
14039,50,4
14082,59,4
14110,63,4
14166,46,2
14174,43,4
14176,32,2
14181,40,1
14204,46,5
14209,46,3
14227,53,3
14252,52,1
14264,38,5
14286,33,1
14289,34,2
14302,65,5
14304,37,4
14310,70,3
14317,40,2
14347,51,2
14388,39,1
14390,37,2
14392,59,2
14411,33,3
14414,31,2
14420,56,1
14429,69,2
14459,45,3
14484,70,4
14503,41,2
14524,30,5
14527,49,1
14554,34,1
14559,39,1
14573,65,4
14582,48,4
14585,65,1
14601,58,3
14617,46,3
14712,50,5
14791,64,3
14813,65,4
14821,63,2
14828,30,2
14839,44,1
14852,65,4
14864,47,4
14925,34,2
14934,46,3
15042,56,1
15047,45,1
15089,50,4
15106,62,1
15112,53,1
15176,38,5
15190,37,5
15245,44,1
15258,43,3
15268,52,5
15302,63,2
15312,35,3
15391,50,5
15399,69,1
15448,66,2
15456,58,1
15509,68,1
15557,30,5
15560,41,2
15564,56,2
15599,44,2
15620,67,2
15626,64,4
15711,38,5
15713,45,4
15717,34,4
15724,63,5
15783,50,1
15784,40,4
15796,65,4
15798,56,4
15847,59,5
15867,47,3
15948,67,2
15968,46,1
15988,56,2
15998,49,1
16059,63,5
16071,42,2
16100,55,4
16154,45,2
16194,48,3
16254,53,1
16255,55,4
16285,51,5
16291,51,4
16334,36,3
16336,55,4
16339,70,4
16362,56,2
16378,63,4
16383,48,1
16461,61,3
16533,69,5
16549,39,4
16560,36,2
16635,32,2
16760,62,2
16769,60,1
16773,33,1
16787,55,1
16821,53,1
16840,69,5
16857,40,2
16868,44,5
16923,52,2
16940,37,2
16950,54,2
16957,49,3
16994,68,1
17012,53,3
17051,65,3
17066,46,1
17229,31,4
17265,65,3
17294,54,5
17364,46,3
17366,61,3
17371,36,2
17387,55,4
17410,63,1
17411,32,3
17415,63,2
17417,46,1
17437,48,5
17498,45,3
17558,43,5
17565,48,2
17589,62,5
17628,33,5
17698,36,5
17722,60,1
17762,55,2
17826,37,4
17830,31,2
17854,44,3
17868,54,2
17886,65,1
17891,40,4
17911,49,3
18083,33,1
18096,68,4
18143,49,4
18162,36,5
18271,44,4
18323,32,5
18328,46,5
18373,34,3
18395,67,1
18455,48,5
18485,33,5
18537,31,1
18564,59,5
18610,70,5
18710,47,3
18735,54,2
18754,38,1
18775,35,4
18911,46,3
18912,47,3
18963,30,2
18990,62,1
19096,61,1
19222,31,2
19245,32,5
19287,43,4
19294,61,1
19295,61,3
19319,44,1
19371,66,3
19391,63,4
19509,39,5
19521,58,1
19554,36,3
19571,36,5
19602,56,2
19648,43,2
19776,32,3
19798,41,5
19821,34,2
19855,58,3
19876,70,3
19878,58,1
19935,37,4
20061,64,1
20087,65,3
20159,48,4
20164,57,4
20183,67,3
20277,40,3
20300,58,4
20320,46,2
20327,52,2
20329,32,1
20365,45,5
20384,30,3
20449,32,5
20504,35,1
20533,53,4
20538,54,4
20557,70,2
20573,53,5
20605,36,3
20615,60,5
20699,69,2
20750,53,5
20765,64,4
20786,69,1
20880,66,2
20905,64,3
20925,53,3
20935,57,1
20980,66,1
21024,68,3
21034,69,1
21049,69,5
21088,44,3
21092,33,5
21101,33,5
21156,35,4
21196,53,4
21205,32,4
21238,38,2
21254,48,2
21273,44,1
21345,49,4
21378,44,4
21439,33,5
21474,57,3
21484,61,4
21610,53,2
21637,43,3
21647,61,3
21680,44,1
21731,51,4
21744,54,2
21750,59,3
21791,49,1
21801,55,3
21817,60,1
21894,31,5
21907,51,5
21947,70,4
21961,56,5
21968,34,1
22014,49,2
22052,30,5
22100,35,4
22104,46,2
22123,55,3
22144,61,4
22174,47,1
22195,49,5
22255,37,5
22331,56,4
22501,47,5
22557,48,2
22568,38,4
22571,49,1
22607,48,3
22656,61,5
22697,56,3
22741,39,4
22785,34,4
22807,59,2
22835,31,4
22836,31,4
22880,48,3
22995,68,3
23014,50,2
23021,49,3
23094,33,2
23127,67,3
23188,48,1
23215,69,5
23280,31,3
23340,50,1
23375,58,1
23399,44,3
23410,58,4
23455,66,2
23522,68,3
23528,34,3
23579,52,4
23593,61,4
23613,63,3
23625,66,5
23675,36,2
23723,54,5
23743,47,3
23764,61,4
23779,66,5
23820,42,5
23884,44,3
23925,38,5
24011,30,1
24022,50,2
24023,65,2
24024,45,3
24039,52,1
24042,40,1
24048,67,5
24082,61,4
24140,34,1
24141,46,4
24184,57,1
24213,38,4
24311,59,4
24339,68,3
24348,65,5
24403,53,3
24461,55,3
24475,33,1
24523,69,4
24534,36,4
24567,38,3
24592,69,1
24604,62,2
24660,50,2
24675,60,3
24730,33,4
24771,53,2
24794,58,1
24800,33,3
24810,31,3
24879,57,4
24889,59,1
24891,53,2
24916,39,4
24949,39,1
24979,48,1
24998,64,2
25025,50,2
25026,42,2
25037,43,2
25046,37,4
25061,30,3
25066,58,1
25105,40,3
25119,58,1
25136,37,1
25159,61,1
25189,44,3
25195,59,3
25251,30,2
25288,34,5
25289,37,5
25414,59,3
25435,68,4
25453,43,1
25475,42,3
25567,36,2
25609,60,3
25619,65,1
25727,36,3
25834,66,5
25993,39,5
26004,49,5
26007,43,2
26024,59,5
26077,41,1
26099,34,5
26107,47,4
26178,56,5
26188,54,5
26216,57,2
26217,68,3
26262,59,3
26295,46,2
26300,62,1
26346,38,5
26377,34,2
26492,69,2
26545,34,1
26628,42,5
26629,70,1
26656,69,4
26700,58,2
26788,44,5
26798,32,3
26805,61,2
26839,39,5
26862,52,5
26883,34,2
26953,52,4
26987,40,1
26988,35,3
27124,54,2
27145,68,5
27182,63,2
27184,42,1
27295,52,1
27321,52,2
27338,43,2
27348,47,3
27358,61,1
27377,69,2
27401,60,4
27403,60,2
27532,66,3
27570,51,4
27580,31,3
27613,45,2
27650,52,4
27661,39,2
27739,52,5
27773,44,3
27779,65,5
27806,45,1
27811,30,5
27909,33,2
27912,53,4
27945,37,1
27946,35,2
27949,32,3
28001,36,4
28018,62,4
28034,60,3
28035,41,2
28071,61,5
28092,34,5
28134,30,2
28147,34,1
28155,49,1
28180,52,2
28240,64,5
28255,36,2
28376,36,4
28396,68,4
28497,66,2
28499,47,2
28551,68,2
28585,42,2
28588,38,3
28627,45,4
28684,49,1
28723,67,3
28744,54,2
28765,32,5
28795,57,4
28797,53,2
28818,36,5
28854,52,3
28858,39,1
28867,42,4
28993,65,2
29000,31,1
29015,37,3
29045,51,4
29056,56,2
29099,54,5
29116,45,1
29161,49,5
29444,65,2
29495,64,3
29534,39,1
29542,69,5
29557,53,3
29562,64,3
29601,46,4
29604,63,1
29620,68,4
29695,49,5
29698,35,1
29703,35,1
29722,37,3
29822,30,1
29854,59,2
29870,55,5
29922,47,3
29928,70,3
29931,67,2
29954,52,4
29968,65,4
29977,34,2
29990,46,2
29999,54,3
30023,44,2
30032,47,2
30088,45,5
30119,50,2
30143,44,4
30162,44,5
30203,65,5
30206,33,3
30275,54,5
30287,37,3
30298,65,3
30306,57,3
30337,68,1
30569,62,1
30587,64,4
30605,66,5
30608,53,5
30623,41,3
30649,55,3
30659,64,1
30672,47,2
30677,68,1
30731,35,5
30836,56,4
30941,45,2
30955,60,5
30997,63,3
31001,59,3
31021,63,5
31083,58,5
31088,64,5
31148,61,1
31231,68,3
31281,59,2
31314,51,2
31319,38,1
31325,59,5
31380,68,5
31425,47,4
31509,54,5
31515,32,1
31621,62,1
31627,30,3
31693,43,3
31701,32,3
31737,46,2
31784,64,3
31820,51,4
31928,65,3
31967,56,2
31970,33,2
32037,30,3
32038,49,3
32086,51,3
32152,33,5
32155,41,5
32223,30,5
32303,64,4
32306,43,1
32338,50,2
32357,37,2
